step,timeperf/rollout,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/max,timeperf/recompute_logp,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/min,teacher_answer_n_seqs,ppo_actor/n_seqs,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/avg,teacher_answer_logp/avg,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/max,teacher_answer_logp/min,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/min,teacher_answer_logp/max,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/rs_filtered_fraction,teacher_answer_len/avg,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/unclipped_behave_tokens,teacher_answer_len/min,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/update_successful,teacher_answer_len/max,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_generated_tokens,timeperf/rollout_postprocess,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/n_valid_tokens,timeperf/compute_advantage,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_avg,timeperf/train_step,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/update_weights,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/save,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/checkpoint_for_recover,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/eval,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/clear_batches,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_proximal,ppo_actor/advantages/avg,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/v_theta,ppo_actor/advantages/max,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/max,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/min,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/min,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/avg,ppo_actor/use_dual_clip,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/max,rollout/accepted,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/min,rollout/reward,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/lr,eval-rollout/reward,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_tokens,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/n_valid_tokens,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/avg
126,0.0025802,0.0,0.0,0.0,0.44184,0.0,0.0,-5.2927,256.0,256.0,0.0,-0.20082,-1.7793,145150.0,0.0044641,0.0,-11.929,75657.0,2.5569,-4.8563,0.0,0.0625,-1.408,0.0,9.6875,1.0,0.0042472,75657.0,2.0,0.0,1.6798,1.0,197.0,110.94,-8.6875e-08,18850.0,0.55746,210.0,0.0049061,75657.0,0.11311,75.0,3.2687,1.0,3.1328,5.0,0.0,1.0,0.091481,406.47,75657.0,1.0,0.0003827,594.0,-0.20529,2.0,0.00010461,178.0,0.0,2.0,4.4548e-05,-1.7793,-5.2927,2.0,0.0042868,0.0,0.0,124.0,-4.0337e-09,-11.929,0.0,125.0,2.861,0.0001475,0.0,26.36,-2.9955,6.0222,0.0,44.0,0.0,-3.8647,0.23498,6.4688,0.25,8.3753e-11,2.386,-15.717,-1.2605e-11,3.5763e-07,5.6615e-15,-7.125,2.3718,-4.7684e-07,0.63051,-31.75,-2.4749,-0.0044641,1.0,0.0,256.0,1.408,1.0,1.0,406.47,-2.5569,1.0,0.0,594.0,0.99978,3e-06,,178.0,4.0878,104060.0,0.0,0.077549,75657.0,0.0,0.0,-0.20529
127,0.0013052,0.0,0.0,0.0,0.45129,0.0,0.0,-5.0222,256.0,256.0,0.0,-0.17003,-1.504,213760.0,0.004545,0.0,-8.0208,72963.0,2.5753,-4.4653,0.0,0.0625,-1.416,1.8438e-05,5.1562,1.0,0.0045855,72962.0,2.0,0.0,1.7045,1.0,41.0,135.69,-8.8345e-08,18176.0,0.56258,462.0,0.0053566,72962.0,0.13171,84.0,3.3161,1.0,3.2193,5.0,0.0,1.0,0.087521,420.7,72962.0,1.0,0.0003884,846.0,-0.17453,2.0,7.4373e-05,186.0,0.0,2.0,4.619e-05,-1.504,-5.0222,2.0,0.0045054,0.0,0.0,125.0,-6.9013e-09,-8.0208,0.0,126.0,2.9803,-0.00071887,0.0,26.384,-3.2508,8.8658,0.0,42.75,0.0,-4.404,0.1957,6.4375,0.25,9.5538e-11,2.3505,-15.469,1.5358e-10,3.5623e-07,2.0307e-16,-7.0625,2.3484,-3.5762e-07,0.59728,-34.0,-2.4749,-0.004545,0.99999,0.0,256.0,1.416,1.0,1.0,420.7,-2.5753,0.0,0.0,846.0,1.0,3e-06,,186.0,4.1205,107700.0,0.0,0.076132,72963.0,0.0,0.0,-0.17455
128,0.0019999,0.0,0.0,0.0,0.46896,0.0,0.0,-10.208,256.0,256.0,0.0,-0.15752,-1.3355,137730.0,0.0030807,0.0,-9.052,86336.0,9.9061,-4.6171,0.0,0.0625,-1.6063,1.4926e-05,3.5312,1.0,0.0035809,86335.0,2.0,0.0,8.9062,1.0,9.0,112.97,-8.8534e-08,21520.0,0.57242,160.0,0.0045534,86335.0,0.11361,81.0,49.066,1.0,3.5376,5.0,0.0,1.0,0.16825,450.22,86335.0,1.0,0.00035216,544.0,-0.16058,2.0,6.6602e-05,172.0,0.0,2.0,4.2595e-05,-1.3355,-10.208,2.0,0.0040308,0.0,0.0,126.0,4.2417e-09,-9.052,0.0,127.0,1.9746,2.5356e-05,0.0,26.708,-3.0542,7.0293,0.0,43.75,0.0,-3.0298,0.183,6.4688,0.25,6.6277e-11,2.9095,-15.281,-9.6653e-11,3.5204e-07,2.9196e-15,-6.9375,1.6094,-3.5757e-07,0.50801,-31.5,-2.4749,-0.0030807,0.99999,0.0,256.0,1.6063,1.0,1.0,450.22,-9.9061,0.0,0.0,544.0,1.0005,3e-06,,172.0,4.9844,115260.0,0.0,4.9867e-05,86336.0,0.0,0.0,-0.16058
129,0.0011065,0.0,0.0,0.0,0.48338,0.0,0.0,-5.2074,256.0,256.0,0.0,-0.15218,-1.9403,166140.0,0.0022365,0.0,-9.6883,92251.0,2.1134,-4.635,0.0,0.0625,-1.1054,0.0,4.6875,1.0,0.002753,92251.0,2.0,0.0,1.2342,1.0,21.0,128.09,-8.7181e-08,22999.0,0.59137,308.0,0.0031403,92251.0,0.1259,78.0,2.2332,1.0,3.827,5.0,0.0,1.0,0.085678,488.45,92251.0,1.0,0.00036068,692.0,-0.15441,2.0,6.7122e-05,207.0,0.0,2.0,4.8805e-05,-1.9403,-5.2074,2.0,0.0038927,0.0,0.0,127.0,-3.9697e-09,-9.6883,0.0,128.0,2.55,-0.00015343,0.0,26.636,-3.0959,5.9885,0.0,42.5,0.0,-4.0857,0.1771,6.4688,0.25,8.7644e-11,2.6063,-15.148,-9.0456e-12,3.5018e-07,1.5026e-14,-7.3438,2.0704,-3.553e-07,0.51105,-32.25,-2.4749,-0.0022365,1.0,0.0,256.0,1.1054,1.0,1.0,488.45,-2.1134,1.0,0.0,692.0,1.0005,3e-06,,207.0,3.0204,125040.0,0.0,0.12083,92251.0,0.0,0.0,-0.15441
130,0.0012591,-0.0,0.0,0.0,0.47126,0.0,0.0,-5.427,256.0,256.0,0.0,-0.12178,-1.338,144770.0,0.0018844,0.0,-10.566,93234.0,1.6921,-4.468,-5.9605e-08,0.0625,-0.91003,0.0,4.1562,1.0,0.0020211,93234.0,2.0,0.0,0.8762,1.0,25.0,112.88,-8.9334e-08,23244.0,0.58033,194.0,0.0022408,93234.0,0.11276,83.0,1.4315,1.0,3.6924,5.0,0.0,1.0,0.084361,477.07,93234.0,1.0,0.00041633,578.0,-0.12367,2.0,7.7226e-05,199.0,0.0,2.0,5.2669e-05,-1.338,-5.427,2.0,0.0035612,-5.9605e-08,0.0,128.0,1.3093e-09,-10.566,0.0,129.0,3.4196,7.5894e-05,0.0,26.748,-3.5696,5.8066,0.0,44.0,0.0,-4.9943,0.14155,6.4375,0.25,5.2787e-11,2.5151,-14.857,6.0094e-11,4.7684e-07,1.4485e-15,-6.9688,2.4083,-4.7684e-07,0.47963,-35.0,-2.4749,-0.0018844,1.0,0.0,256.0,0.91003,1.0,1.0,477.07,-1.6921,1.0,0.0,578.0,1.0001,3e-06,,199.0,2.4844,122130.0,0.0,0.18414,93234.0,0.0,0.0,-0.12367
131,0.0016321,-0.0,0.0,0.0,1.2615,0.0,0.0,-5.0312,256.0,256.0,0.0,-0.11975,-1.0225,151170.0,0.0011929,0.0,-9.7009,96311.0,1.8279,-4.8604,0.0,0.0625,-1.1058,0.0,4.9688,1.0,0.0016663,96311.0,2.0,0.0,0.98865,1.0,38.0,119.53,-8.7544e-08,24014.0,0.61212,211.0,0.0018026,96311.0,0.11663,78.0,1.6706,1.0,3.8108,5.0,0.0,1.0,0.089165,495.75,96311.0,1.0,0.00033991,595.0,-0.12094,2.0,7.3321e-05,111.0,0.0,2.0,4.628e-05,-1.0225,-5.0312,2.0,0.0044887,0.0,0.0,129.0,-2.6934e-09,-9.7009,0.0,130.0,2.9327,-0.00036101,0.0,26.687,-3.4144,5.201,0.0,44.0,0.0,-3.6286,0.14147,6.4375,0.25,5.6545e-11,2.371,-14.721,4.951e-12,3.5646e-07,3.693e-16,-7.3438,2.1503,-3.5745e-07,0.4313,-31.875,-2.4749,-0.0011929,1.0,0.0,256.0,1.1058,1.0,1.0,495.75,-1.8279,1.0,0.0,595.0,1.0005,3e-06,,111.0,3.0218,126910.0,0.0,0.16075,96311.0,0.0,0.0,-0.12094
132,0.0014496,0.0,0.0,0.0,0.48217,0.0,0.0,-4.6704,256.0,256.0,0.0,-0.11748,-1.4142,142590.0,0.0013528,0.0,-9.727,97430.0,1.2401,-4.4363,-2.9802e-08,0.0625,-0.92219,0.0,3.1562,1.0,0.0012793,97430.0,2.0,0.0,0.59261,1.0,6.0,112.0,-8.6759e-08,24294.0,0.58556,182.0,0.0013258,97430.0,0.11125,74.0,0.76893,1.0,3.7885,5.0,0.0,1.0,0.086874,492.59,97430.0,1.0,0.00037983,566.0,-0.11883,2.0,7.3471e-05,111.0,0.0,2.0,4.3927e-05,-1.4142,-4.6704,2.0,0.0034763,-2.9802e-08,0.0,130.0,0.0,-9.727,0.0,131.0,2.456,8.1764e-06,0.0,26.635,-3.4213,7.1158,0.0,46.25,0.0,-3.1453,0.1428,6.3438,0.25,1.2339e-11,2.5743,-14.829,-1.9577e-11,3.5728e-07,1.0635e-16,-7.2188,1.7916,-3.5483e-07,0.46987,-32.0,-2.4749,-0.0013528,1.0,0.0,256.0,0.92219,1.0,1.0,492.59,-1.2401,1.0,0.0,566.0,0.99993,3e-06,,111.0,2.5148,126100.0,0.0,0.28935,97430.0,0.0,0.0,-0.11883
133,0.0013198,0.0,0.0,0.0,0.52764,0.0,0.0,-5.0901,256.0,256.0,0.0,-0.15646,-2.1509,229500.0,0.0015154,0.0,-9.7917,96856.0,2.296,-5.1286,-2.3842e-08,0.0625,-1.1201,0.0,4.25,1.0,0.001436,96856.0,2.0,0.0,1.3967,1.0,19.0,146.03,-8.6729e-08,16100.0,0.63336,629.0,0.0015647,96856.0,0.14773,76.0,2.6359,1.0,3.9423,5.0,0.0,1.0,0.086306,524.38,96856.0,1.0,0.00035757,1013.0,-0.15797,2.0,6.9956e-05,83.0,0.0,2.0,4.4036e-05,-2.1509,-5.0901,2.0,0.0044785,-2.3842e-08,0.0,131.0,0.0,-9.7917,0.0,132.0,1.8491,-0.00016273,0.0,26.224,-3.0898,5.8719,0.0,43.25,0.0,-2.9418,0.18548,6.375,0.25,1.3742e-10,2.5914,-14.889,0.0,4.7666e-07,2.0588e-15,-7.2188,1.507,-3.5018e-07,0.32048,-32.75,-2.4749,-0.0015154,1.0,0.0,256.0,1.1201,1.0,1.0,524.38,-2.296,1.0,0.0,1013.0,0.99992,3e-06,,83.0,3.0652,134240.0,0.0,0.10066,96856.0,0.0,0.0,-0.15797
134,0.0015967,-0.0,0.0,0.0,0.49118,0.0,0.0,-4.8412,256.0,256.0,0.0,-0.16952,-2.2791,166020.0,0.001178,0.0,-10.521,97601.0,1.1769,-4.8492,-3.9736e-08,0.0625,-0.79058,0.0,4.6875,1.0,0.0012909,97601.0,2.0,0.0,0.48512,1.0,11.0,129.03,-8.8141e-08,24336.0,0.63634,333.0,0.00134,97601.0,0.12699,87.0,0.69253,1.0,3.9112,5.0,0.0,1.0,0.085309,510.29,97601.0,1.0,0.00036558,717.0,-0.1707,2.0,6.5289e-05,251.0,0.0,2.0,4.2374e-05,-2.2791,-4.8412,2.0,0.0038868,-3.9736e-08,0.0,132.0,6.2535e-10,-10.521,0.0,133.0,2.6331,-0.00012658,0.0,26.194,-2.8567,6.298,0.0,42.5,0.0,-3.689,0.20039,6.375,0.25,6.2748e-11,2.5802,-14.946,-2.8092e-11,3.5763e-07,4.8654e-16,-7.2188,2.2719,-4.5449e-07,0.49578,-33.75,-2.4749,-0.001178,1.0,0.0,256.0,0.79058,1.0,1.0,510.29,-1.1769,1.0,0.0,717.0,1.0001,3e-06,,251.0,2.2047,130630.0,0.0,0.30824,97601.0,0.0,0.0,-0.1707
135,0.0016621,0.0,0.0,0.0,0.48595,0.0,0.0,-4.7864,256.0,256.0,0.0,-0.13909,-1.3454,171140.0,0.001031,0.0,-8.1946,98166.0,1.3166,-4.8554,-5.9605e-08,0.058594,-0.83801,0.0,5.6562,1.0,0.00092511,98166.0,2.0,0.0,0.58462,1.0,33.0,122.56,-8.8956e-08,24478.0,0.62347,372.0,0.00095502,98166.0,0.12817,73.0,0.86666,1.0,3.9016,5.0,0.0,1.0,0.084072,506.02,98166.0,1.0,0.00041457,756.0,-0.14012,2.0,8.0041e-05,457.0,0.0,2.0,5.6426e-05,-1.3454,-4.7864,2.0,0.0039524,-5.9605e-08,0.0,133.0,-3.0699e-09,-8.1946,0.0,134.0,3.214,0.00026724,0.0,26.45,-3.3197,5.8188,0.0,44.25,0.0,-4.2521,0.16485,6.4375,0.25,7.4523e-11,2.7751,-14.774,-1.0444e-10,3.5763e-07,1.2759e-16,-7.3125,2.3947,-3.4645e-07,0.47336,-32.75,-2.4749,-0.001031,1.0,0.0,256.0,0.83801,1.0,1.0,506.02,-1.3166,1.0,0.0,756.0,0.99989,3e-06,,457.0,2.3118,129540.0,0.0,0.26806,98166.0,0.0,0.0,-0.14012
136,0.0016742,-0.0,0.0,0.0,0.49271,0.0,0.0,-9.378,256.0,256.0,0.0,-0.14981,-2.1418,168060.0,0.0012367,0.0,-16.515,98233.0,8.4089,-4.5612,-5.9605e-08,0.0625,-0.93214,0.0,6.7188,1.0,0.001058,98233.0,2.0,0.0,7.4092,1.0,85.0,125.03,-8.8869e-08,24494.0,0.63255,293.0,0.0013688,98233.0,0.12124,80.0,35.355,1.0,3.9076,5.0,0.0,1.0,0.087858,508.75,98233.0,1.0,0.00037228,677.0,-0.15105,2.0,6.9275e-05,411.0,0.0,2.0,4.4477e-05,-2.1418,-9.378,2.0,0.0038489,-5.9605e-08,0.0,134.0,4.3881e-09,-16.515,0.0,135.0,2.7959,9.8439e-05,0.0,26.378,-2.9584,4.0979,0.0,46.0,0.0,-3.4322,0.17998,6.4375,0.25,8.9817e-11,3.0997,-14.899,5.3396e-11,3.5577e-07,7.0139e-16,-7.3125,2.3377,-3.39e-07,0.4698,-36.0,-2.4749,-0.0012367,1.0,0.0,256.0,0.93214,1.0,1.0,508.75,-8.4089,1.0,0.0,677.0,0.99982,3e-06,,411.0,2.5399,130240.0,0.0,0.00022286,98233.0,0.0,0.0,-0.15105
137,0.0013331,-0.0,0.0,0.0,0.50764,0.0,0.0,-4.8426,256.0,256.0,0.0,-0.1567,-1.7072,203650.0,0.001124,0.0,-8.3511,98304.0,1.0435,-4.7535,0.0,0.0625,-1.0313,0.0,4.0625,1.0,0.0010469,98304.0,2.0,0.0,0.77337,1.0,9.0,130.97,-8.7079e-08,16341.0,0.64636,617.0,0.0010555,98304.0,0.14134,73.0,0.5445,1.0,3.0466,5.0,0.0,1.0,0.099656,514.97,98304.0,1.0,0.00028778,1001.0,-0.15782,2.0,7.1768e-05,457.0,0.0,2.0,4.5298e-05,-1.7072,-4.8426,2.0,0.0039511,0.0,0.0,135.0,-2.1779e-09,-8.3511,0.0,136.0,2.741,-0.00022575,0.0,26.263,-3.0202,4.4326,0.0,42.5,0.0,-3.3058,0.18639,6.375,0.25,-4.4121e-12,2.8892,-14.924,-6.5484e-11,3.5693e-07,5.8164e-14,-7.2188,2.2461,-3.5705e-07,0.31229,-32.25,-2.4749,-0.001124,1.0,0.0,256.0,1.0313,1.0,1.0,514.97,-1.0435,1.0,0.0,1001.0,0.99992,3e-06,,457.0,2.8046,131830.0,0.0,0.3522,98304.0,0.0,0.0,-0.15782
138,0.0012053,0.0,0.0,0.0,0.48266,0.0,0.0,-4.4066,256.0,256.0,0.0,-0.10346,-1.3348,138880.0,0.001216,0.0,-10.729,98200.0,0.91228,-4.4071,-3.9736e-08,0.054688,-0.7515,0.0,4.0625,1.0,0.00084677,98200.0,2.0,0.0,0.36868,1.0,15.0,112.16,-8.9407e-08,24486.0,0.60551,161.0,0.00085068,98200.0,0.11213,78.0,0.41613,1.0,3.7882,5.0,0.0,1.0,0.09512,495.75,98200.0,1.0,0.00066978,545.0,-0.10467,2.0,0.00013272,462.0,0.0,2.0,6.1042e-05,-1.3348,-4.4066,2.0,0.0056543,-3.9736e-08,0.0,136.0,-2.02e-09,-10.729,0.0,137.0,3.3159,7.0521e-06,0.0,26.97,-3.4541,5.8784,0.0,43.75,0.0,-4.9742,0.12724,6.375,0.25,4.0766e-11,2.3856,-14.846,-8.9832e-11,4.7684e-07,5.6762e-15,-7.2188,2.3735,-2.3842e-07,0.40372,-31.25,-2.4749,-0.001216,1.0,0.0,256.0,0.7515,1.0,1.0,495.75,-0.91228,1.0,0.0,545.0,0.99963,3e-06,,462.0,2.1202,126910.0,0.0,0.40161,98200.0,0.0,0.0,-0.10467
139,0.0016592,0.0,0.0,0.0,0.48818,0.0,0.0,-5.0274,256.0,256.0,0.0,-0.16698,-1.8435,148740.0,0.0017208,0.0,-10.208,98304.0,1.1298,-4.8266,0.0,0.0625,-0.75517,0.0,3.5625,1.0,0.0010871,98304.0,2.0,0.0,0.45288,1.0,10.0,122.22,-8.9873e-08,24512.0,0.63377,197.0,0.0010967,98304.0,0.11959,80.0,0.6382,1.0,3.8859,5.0,0.0,1.0,0.087567,506.22,98304.0,1.0,0.0003715,581.0,-0.1687,2.0,8.1623e-05,464.0,0.0,2.0,4.7862e-05,-1.8435,-5.0274,2.0,0.004608,0.0,0.0,137.0,-9.0707e-10,-10.208,0.0,138.0,2.2531,0.00022249,0.0,26.174,-3.0399,5.5053,0.0,42.5,0.0,-3.1445,0.20033,6.4062,0.25,5.0758e-11,2.4502,-14.852,-3.3954e-11,3.5204e-07,6.4889e-15,-7.125,1.8343,-3.574e-07,0.5236,-34.75,-2.4749,-0.0017208,1.0,0.0,256.0,0.75517,1.0,1.0,506.22,-1.1298,1.0,0.0,581.0,0.99937,3e-06,,464.0,2.128,129590.0,0.0,0.3231,98304.0,0.0,0.0,-0.1687
140,0.0014268,-0.0,0.0,0.0,0.52004,0.0,0.0,-5.1206,256.0,256.0,0.0,-0.19451,-2.2883,173060.0,0.0015306,0.0,-10.0,98304.0,1.6201,-5.0982,0.0,0.0625,-0.81724,0.0,28.531,1.0,0.0010864,98304.0,2.0,0.0,0.81801,1.0,745.0,130.75,-8.8825e-08,16341.0,0.6841,361.0,0.0010996,98304.0,0.13135,71.0,1.3124,1.0,4.1092,5.0,0.0,1.0,0.086873,514.75,98304.0,1.0,0.000511,745.0,-0.19604,2.0,0.00010614,455.0,0.0,2.0,4.5649e-05,-2.2883,-5.1206,2.0,0.0046429,0.0,0.0,138.0,3.1917e-09,-10.0,0.0,139.0,2.0004,-0.0002971,0.0,26.318,-2.8545,3.9705,0.0,41.5,0.0,-2.6703,0.23007,6.4375,0.25,6.9693e-11,2.6576,-15.448,-3.6865e-10,4.7684e-07,5.4141e-14,-7.3125,1.7343,-3.5754e-07,0.34304,-34.75,-2.4749,-0.0015306,1.0,0.0,256.0,0.81724,1.0,1.0,514.75,-1.6201,1.0,0.0,745.0,0.99956,3e-06,,455.0,2.2642,131780.0,0.0,0.19787,98304.0,-0.0,0.0,-0.19604
141,0.0018515,-0.0,0.0,0.0,0.48896,0.0,0.0,-4.5315,256.0,256.0,0.0,-0.13326,-1.4064,143360.0,0.00089702,0.0,-8.8886,98264.0,0.77924,-4.4398,-2.9802e-08,0.0625,-0.78319,0.0,4.2812,1.0,0.00080599,98264.0,2.0,0.0,0.40525,1.0,23.0,112.19,-8.9407e-08,24502.0,0.59645,185.0,0.00080232,98264.0,0.11748,83.0,0.30669,1.0,3.8006,5.0,0.0,1.0,0.089637,496.03,98264.0,1.0,0.00038845,569.0,-0.13416,2.0,6.5279e-05,451.0,0.0,2.0,4.3306e-05,-1.4064,-4.5315,2.0,0.0052822,-2.9802e-08,0.0,139.0,-1.9362e-09,-8.8886,0.0,140.0,2.6601,8.5991e-05,0.0,26.656,-3.3244,5.1022,0.0,44.5,0.0,-3.6516,0.16036,6.4688,0.25,2.3389e-11,2.5661,-14.916,-3.6395e-11,2.3842e-07,3.3137e-15,-7.125,1.9805,-3.553e-07,0.45259,-33.5,-2.4749,-0.00089702,1.0,0.0,256.0,0.78319,1.0,1.0,496.03,-0.77924,1.0,0.0,569.0,0.99991,3e-06,,451.0,2.1884,126980.0,0.0,0.45876,98264.0,0.0,0.0,-0.13416
142,0.0018645,0.0,0.0,0.0,0.52056,0.0,0.0,-4.9053,256.0,256.0,0.0,-0.15401,-1.7899,174460.0,0.0010528,0.0,-11.471,98293.0,1.3283,-4.5633,-3.9736e-08,0.0625,-0.84406,0.0,4.7812,1.0,0.0010283,98293.0,2.0,0.0,0.59324,1.0,23.0,128.88,-8.8476e-08,16340.0,0.63414,316.0,0.001043,98293.0,0.124,81.0,0.88222,1.0,4.3728,5.0,0.0,1.0,0.30152,512.83,98293.0,1.0,0.00048597,700.0,-0.15506,2.0,8.9184e-05,465.0,0.0,2.0,5.8268e-05,-1.7899,-4.9053,2.0,0.0044701,-3.9736e-08,0.0,140.0,-3.9489e-09,-11.471,0.0,141.0,3.147,-0.00017194,0.0,26.357,-3.1639,4.5403,0.0,44.0,0.0,-3.8899,0.18231,6.4375,0.25,3.2957e-11,2.4197,-15.037,4.0325e-11,4.7684e-07,2.6973e-15,-7.3438,2.4613,-2.3842e-07,0.36883,-34.0,-2.4749,-0.0010528,1.0,0.0,256.0,0.84406,1.0,1.0,512.83,-1.3283,1.0,0.0,700.0,0.99998,3e-06,,465.0,2.3258,131280.0,0.0,0.26492,98293.0,0.0,0.0,-0.15506
143,0.0013613,0.0,0.0,0.0,0.48349,0.0,0.0,-4.8405,256.0,256.0,0.0,-0.1461,-1.8938,143490.0,0.001782,0.0,-14.281,98196.0,1.3118,-4.8512,0.0,0.0625,-0.93253,0.0,13.781,1.0,0.0014798,98196.0,2.0,0.0,0.6084,1.0,267.0,113.06,-8.9552e-08,24485.0,0.61266,182.0,0.001499,98196.0,0.11606,77.0,0.86035,1.0,3.8119,5.0,0.0,1.0,0.087191,496.64,98196.0,1.0,0.00044208,566.0,-0.14788,2.0,0.00020937,353.0,0.0,2.0,7.5464e-05,-1.8938,-4.8405,2.0,0.0039574,0.0,0.0,141.0,-4.1956e-09,-14.281,0.0,142.0,2.5349,0.00020062,0.0,26.52,-3.0781,6.6465,0.0,42.5,0.0,-3.6915,0.17521,6.4375,0.25,0.0,2.4692,-14.89,1.1169e-10,0.0,1.291e-14,-7.3438,2.0355,0.0,0.49984,-31.5,-2.4749,-0.001782,1.0,0.0,256.0,0.93253,1.0,1.0,496.64,-1.3118,1.0,0.0,566.0,0.9997,3e-06,,353.0,2.5409,127140.0,0.0,0.26935,98196.0,0.0,0.0,-0.14788
144,0.001644,-0.0,0.0,0.0,0.52646,0.0,0.0,-4.8333,256.0,256.0,0.0,-0.18995,-1.7829,188670.0,0.0020858,0.0,-10.686,98155.0,1.3349,-4.7165,0.0,0.0625,-0.90292,0.0,17.062,1.0,0.0015777,98155.0,2.0,0.0,0.5981,1.0,387.0,137.16,-8.9669e-08,16316.0,0.6366,433.0,0.0015925,98155.0,0.13304,73.0,0.89101,1.0,3.9471,5.0,0.0,1.0,0.085638,520.57,98155.0,1.0,0.00047152,817.0,-0.19203,2.0,0.00011402,430.0,0.0,2.0,6.0171e-05,-1.7829,-4.8333,2.0,0.0040889,0.0,0.0,142.0,4.0224e-09,-10.686,0.0,143.0,2.8892,-0.0001484,0.0,26.02,-2.9438,4.3556,0.0,43.5,0.0,-4.15,0.22542,6.4375,0.25,0.0,2.7291,-15.277,-6.3215e-10,0.0,8.1674e-16,-7.3438,2.4235,0.0,0.34041,-35.0,-2.4688,-0.0020858,1.0,0.0,256.0,0.90292,1.0,1.0,520.57,-1.3349,1.0,0.0,817.0,0.99949,3e-06,,430.0,2.4668,133270.0,0.0,0.26318,98155.0,0.0,0.0,-0.19203
