step,timeperf/rollout,ppo_actor/n_tokens,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/avg,timeperf/recompute_logp,ppo_actor/n_valid_tokens,ppo_actor/update/clipped_tokens,ppo_actor/update/new_logp/max,timeperf/compute_advantage,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/new_logp/min,timeperf/train_step,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/avg,timeperf/update_weights,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/old_logp/max,timeperf/save,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/old_logp/min,timeperf/checkpoint_for_recover,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/rs_filtered_fraction,timeperf/eval,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/unclipped_behave_tokens,timeperf/clear_batches,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/update_successful,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/n_valid_generated_tokens,ppo_actor/advantages/max,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/n_valid_tokens,ppo_actor/advantages/min,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_avg,ppo_actor/correct_n_seqs,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_proximal_max,ppo_actor/correct_seq_len/avg,ppo_actor/task_reward/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_proximal_min,ppo_actor/correct_seq_len/max,ppo_actor/task_reward/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_avg,ppo_actor/correct_seq_len/min,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,ppo_actor/eps_clip,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/sample_staleness_theta_min,ppo_actor/final_reward/avg,ppo_actor/update/actor_loss/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/version_stats/v_proximal,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/version_stats/v_theta,ppo_actor/final_reward/min,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_n_seqs,ppo_actor/update/approx_kl/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_max_logits/max,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_max_logits/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/avg,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/avg,ppo_actor/update/vocab_min_logits/max,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/importance_weight/max,ppo_actor/update/vocab_min_logits/min,ppo_actor/kl_rewards/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/importance_weight/min,ppo_actor/use_dual_clip,ppo_actor/kl_rewards/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/lr,rollout/accepted,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/avg,ppo_actor/update/n_tokens,rollout/reward,ppo_actor/n_seqs,ppo_actor/update/clip_ratio/max,ppo_actor/update/n_valid_tokens,eval-rollout/reward
124,0.00090357,182400.0,0.0,-0.26071,0.34778,59328.0,0.0,0.0,0.096986,0.0078125,0.012245,-8.1253,2.9247,1.0,6.4151,-0.24861,0.084801,0.0,-1.4977,0.0,0.00030239,140.88,0.009981,-5.2739,0.00010647,216.0,5.4167,8.288e-05,4.8633e-05,109.0,-8.5362e-08,59324.0,0.0029855,5.0,0.020063,1.0,1.0288e-09,372.62,20.577,14767.0,3.2799,728.0,0.0,59324.0,-3.1735,234.0,59324.0,1.0,250.0,0.54688,-0.26072,1.0,367.71,1.1,0.0,1.0,676.0,0.0,-8.1253,2.0,234.0,-0.00030263,0.0,2.0,0.4,6.9504,0.0,2.0,1.507e-11,-7.0972,0.0,122.0,2.4749,0.0,0.0,123.0,-2.4749,0.0,0.29035,24.458,6.0,0.0,2.7917,43.25,577.33,-0.012245,1.9385e-16,7.0312,728.0,1.4977,0.72134,-14.722,328.0,-6.4151,0.99993,-7.0,0.0,0.99774,1.0,-36.75,0.0,4.4716,0.0,0.0,0.0,0.0016367,5e-06,1.0,0.0,0.0,95392.0,0.63398,256.0,0.0,59328.0,
125,0.00091858,195460.0,0.0,-0.2616,0.3674,63137.0,0.0,0.0,0.10351,0.019531,0.0074273,-9.5834,3.133,1.0,8.66,-0.25421,0.11371,0.0,-1.4992,0.0,0.00029499,159.03,0.0071408,-4.9055,0.0001062,285.0,7.6602,1.248e-05,3.8357e-05,109.0,-8.8636e-08,63136.0,0.0033507,5.0,0.014497,1.0,3.8668e-09,405.66,37.498,15720.0,3.1635,797.0,0.0,63136.0,-3.1538,215.0,63136.0,1.0,249.0,0.39805,-0.2616,1.0,396.04,1.1,0.0,1.0,758.0,0.0,-9.5834,2.0,215.0,-9.3389e-05,0.0,2.0,0.4,5.9524,0.0,2.0,0.0,-4.5812,0.0,123.0,2.4749,0.0,0.0,124.0,-2.4749,0.0,0.29233,24.387,7.0,0.0,2.8909,43.75,747.71,-0.0074273,1.6983e-14,6.7188,797.0,1.4992,0.68074,-14.529,656.0,-8.66,0.99998,-7.0625,0.0,0.99971,1.0,-36.5,0.0,4.478,0.0,0.0,-0.0,0.00017338,5e-06,1.0,0.0,0.0,103850.0,0.61836,256.0,0.0,63137.0,
126,0.00084355,169860.0,0.0,-0.24596,0.34876,57660.0,0.0,0.0,0.094741,0.0078125,0.0045388,-7.0842,2.9356,1.0,5.5588,-0.24142,0.08619,0.0,-1.1295,0.0,0.00034584,149.84,0.004073,-5.2643,9.4101e-05,305.0,4.5626,0.0,4.4327e-05,115.0,-8.9407e-08,57660.0,0.0031343,5.0,0.0055468,1.0,-1.1644e-08,375.08,15.45,14351.0,3.6797,672.0,0.0,57660.0,-3.5936,213.0,57660.0,1.0,253.0,0.63398,-0.24596,1.0,371.76,1.1,0.0,1.0,617.0,0.0,-7.0842,2.0,213.0,0.00021696,0.0,2.0,0.4,6.3923,0.0,2.0,1.2405e-11,-7.5598,0.0,124.0,2.4749,0.0,0.0,125.0,-2.4749,0.0,0.2789,24.463,3.0,0.0,2.8839,43.5,655.0,-0.0045388,5.1039e-15,6.8125,672.0,1.1295,0.75636,-14.621,638.0,-5.5588,1.0,-7.1875,0.0,0.99953,1.0,-36.25,0.0,3.0942,1.0,0.0,0.0,0.0038535,5e-06,1.0,0.0,0.0,96020.0,0.61797,256.0,0.0,57660.0,
127,0.00069426,197120.0,0.0,-0.22519,0.35465,54129.0,0.0,0.0,0.10312,0.015625,0.0032621,-5.3638,2.8884,1.0,1.9915,-0.22193,0.22376,0.0,-1.4713,0.0,0.00032496,160.72,0.0031946,-4.8665,9.998e-05,429.0,1.8835,0.0,4.3736e-05,106.0,-8.5798e-08,54129.0,0.0032855,5.0,0.0032869,1.0,2.0297e-08,372.16,1.9831,13468.0,4.4952,826.0,0.0,54129.0,-4.4667,207.0,54129.0,1.0,253.0,0.61836,-0.22519,1.0,368.11,1.1,0.0,1.0,826.0,0.0,-5.3638,2.0,207.0,-0.00046307,0.0,2.0,0.4,7.1675,0.0,2.0,1.3214e-11,-8.3682,0.0,125.0,2.4749,0.0,0.0,126.0,-2.4749,0.0,0.26038,24.633,3.0,0.0,2.7768,44.75,714.0,-0.0032621,1.0116e-15,7.0312,714.0,1.4713,0.77761,-14.729,714.0,-1.9915,1.0,-6.9062,0.0,0.99993,1.0,-36.0,-0.0,4.3547,1.0,0.0,-0.0,0.13649,5e-06,1.0,0.0,0.0,95273.0,0.48906,256.0,0.0,54129.0,
128,0.00089089,183940.0,0.0,-0.21822,0.36134,62059.0,0.0,0.0,0.10219,0.011719,0.0045003,-12.292,2.9356,1.0,12.249,-0.21372,0.085261,0.0,-1.4289,0.0,0.00034412,146.41,0.0042885,-5.2032,8.7753e-05,213.0,11.249,0.0,4.1713e-05,104.0,-8.8199e-08,62059.0,0.0032796,5.0,0.0055436,1.0,-3.1964e-09,388.82,75.015,15451.0,3.8594,725.0,0.0,62059.0,-3.83,182.0,62059.0,1.0,253.0,0.61797,-0.21822,1.0,385.22,1.1,0.0,1.0,725.0,0.0,-12.292,2.0,182.0,0.00085841,0.0,2.0,0.4,7.4104,0.0,2.0,5.7627e-12,-5.1943,0.0,126.0,2.4749,0.0,0.0,127.0,-2.4749,0.0,0.25159,24.786,3.0,0.0,3.0236,42.5,692.67,-0.0045003,5.2904e-16,6.75,712.0,1.4289,0.71088,-14.685,654.0,-12.249,1.0,-7.1562,0.0,0.99979,1.0,-35.75,0.0,4.1741,1.0,0.0,0.0,4.7915e-06,5e-06,1.0,0.0,0.0,99539.0,0.52344,256.0,0.0,62059.0,
129,0.00094007,178180.0,0.0,-0.23309,0.35815,61143.0,0.0,0.0,0.098733,0.011719,0.0044081,-5.0913,3.0033,1.0,3.5266,-0.22868,0.087394,0.0,-1.1802,0.0,0.00032881,153.75,0.0030709,-4.8934,8.742e-05,304.0,2.556,0.0,4.3545e-05,109.0,-8.7515e-08,61143.0,0.0032434,5.0,0.003275,1.0,0.0,392.59,6.2184,15222.0,4.222,724.0,0.0,61143.0,-4.1547,219.0,61143.0,1.0,252.0,0.48906,-0.23309,1.0,388.5,1.1,0.0,1.0,724.0,0.0,-5.0913,2.0,219.0,7.2416e-05,0.0,2.0,0.4,6.8577,0.0,2.0,9.7484e-12,-8.9248,0.0,127.0,2.4749,0.0,0.0,128.0,-2.4749,0.0,0.26827,24.699,4.0,0.0,2.8447,43.75,650.0,-0.0044081,1.2406e-15,6.7812,668.0,1.1802,0.67103,-14.632,632.0,-3.5266,1.0,-6.6875,0.0,0.99866,1.0,-35.75,0.0,3.2552,1.0,0.0,-0.0,0.029405,5e-06,1.0,0.0,0.0,100500.0,0.59961,256.0,0.0,61143.0,
130,0.00080058,198270.0,0.0,-0.24182,0.35443,58202.0,0.0,0.0,0.10073,0.011719,0.0032893,-7.0842,2.9422,1.0,7.0841,-0.23856,0.095095,0.0,-1.3649,0.0,0.00033157,156.53,0.0029036,-5.1653,9.5682e-05,279.0,6.085,1.2509e-05,4.4185e-05,100.0,-8.9407e-08,58201.0,0.003386,5.0,0.003493,1.0,-2.0318e-08,383.88,25.092,14486.0,2.1403,791.0,0.0,58201.0,-3.1164,203.0,58201.0,1.0,250.0,0.52344,-0.24181,1.0,375.42,1.1,0.0,1.0,724.0,0.0,-7.0842,2.0,203.0,-1.3809e-05,0.0,2.0,0.4,6.1324,0.0,2.0,-4.0964e-12,-2.8489,0.0,128.0,1.6202,0.0,0.0,129.0,-2.4748,0.0,0.28329,24.27,6.0,0.0,2.8269,42.75,736.33,-0.0032893,1.402e-15,7.0312,791.0,1.3649,0.74018,-14.367,693.0,-7.0841,0.99998,-6.6875,0.0,0.99961,1.0,-35.25,0.0,3.9155,0.0,0.0,0.0,0.00083832,5e-06,1.0,0.0,0.0,98274.0,0.5625,256.0,0.0,58202.0,
131,0.00078384,169730.0,0.0,-0.22348,0.34177,54810.0,0.0,0.0,0.094114,0.0078125,0.0032054,-5.1241,3.5116,1.0,1.4642,-0.22027,0.084828,0.0,-0.9795,0.0,0.00035405,150.38,0.0024556,-4.9733,0.000103,218.0,0.69543,0.0,4.2193e-05,108.0,-8.5449e-08,54810.0,0.0029778,5.0,0.0025251,1.0,-1.0022e-08,364.48,1.0719,13638.0,3.8944,686.0,0.0,54810.0,-2.5219,218.0,54810.0,1.0,255.0,0.59961,-0.22348,1.0,363.41,1.1,0.0,1.0,686.0,0.0,-5.1241,2.0,218.0,-0.0007158,0.0,2.0,0.4,3.8575,0.0,2.0,-1.305e-11,-5.9085,0.0,129.0,2.4749,0.0,0.0,130.0,-1.6202,0.0,0.26146,24.519,1.0,0.0,2.6273,43.75,637.0,-0.0032054,7.6781e-16,6.7188,637.0,0.9795,0.70317,-14.609,637.0,-1.4642,1.0,-7.2812,0.0,0.99925,1.0,-36.25,-0.0,2.6631,1.0,0.0,-0.0,0.23127,5e-06,1.0,0.0,0.0,93306.0,0.68867,256.0,0.0,54810.0,
132,0.00080925,186500.0,0.0,-0.2321,0.35261,58881.0,0.0,0.0,0.097975,0.011719,0.0030006,-7.1031,2.9201,1.0,6.4773,-0.2291,0.08334,0.0,-1.1046,0.0,0.00029896,157.81,0.0026695,-5.1035,9.6043e-05,451.0,5.4788,0.0,4.031e-05,105.0,-8.6613e-08,58881.0,0.0028034,5.0,0.0029768,1.0,9.3293e-09,387.82,20.977,14656.0,3.5425,735.0,0.0,58881.0,-3.4396,190.0,58881.0,1.0,250.0,0.5625,-0.2321,1.0,380.57,1.1,0.0,1.0,692.0,0.0,-7.1031,2.0,190.0,-0.00016468,0.0,2.0,0.4,7.3356,0.0,2.0,-1.6197e-11,-5.9277,0.0,130.0,2.4749,0.0,0.0,131.0,-2.4749,0.0,0.27122,24.518,6.0,0.0,3.0095,43.0,689.83,-0.0030006,4.0324e-16,6.75,735.0,1.1046,0.69353,-14.468,637.0,-6.4773,1.0,-6.75,0.0,0.99967,1.0,-35.5,0.0,3.018,1.0,0.0,0.0,0.001538,5e-06,1.0,0.0,0.0,99281.0,0.54805,256.0,0.0,58881.0,
133,0.00097056,172540.0,0.0,-0.2268,0.34706,54809.0,0.0,0.0,0.093028,0.011719,0.0037481,-5.6838,2.8677,1.0,2.1756,-0.22305,0.08641,0.0,-1.1657,0.0,0.00033763,153.81,0.0031341,-4.9851,8.5528e-05,295.0,1.2891,0.0,4.3686e-05,106.0,-8.9407e-08,54809.0,0.0032506,5.0,0.0032936,1.0,1.559e-08,367.91,2.3666,13638.0,2.5553,685.0,0.0,54809.0,-3.8567,222.0,54809.0,1.0,253.0,0.68867,-0.2268,1.0,365.89,1.1,0.0,1.0,685.0,0.0,-5.6838,2.0,222.0,-6.1571e-05,0.0,2.0,0.4,6.6375,0.0,2.0,4.35e-12,-5.4354,0.0,131.0,1.6135,0.0,0.0,132.0,-2.4749,0.0,0.26169,24.456,3.0,0.0,2.6827,42.75,538.67,-0.0037481,1.8779e-15,6.75,663.0,1.1657,0.76333,-14.553,290.0,-2.1756,1.0,-6.8125,0.0,0.99939,1.0,-35.75,0.0,3.2082,1.0,0.0,-0.0,0.11354,5e-06,1.0,0.0,0.0,94185.0,0.68008,256.0,0.0,54809.0,
134,0.00088251,210050.0,0.0,-0.21152,0.36575,58491.0,0.0,0.0,0.10665,0.0078125,0.0031054,-5.2923,2.9703,1.0,3.7727,-0.20842,0.084322,0.0,-1.4622,0.0,0.00041391,163.03,0.0026644,-5.3234,0.00011757,439.0,2.7957,0.0,0.00016655,100.0,-8.7399e-08,58491.0,0.0037588,5.0,0.0028165,1.0,6.7827e-09,391.51,7.1166,14559.0,3.7256,842.0,0.0,58491.0,-3.6302,167.0,58491.0,1.0,253.0,0.54805,-0.21152,1.0,388.53,1.1,0.0,1.0,842.0,0.0,-5.2923,2.0,167.0,-0.00013935,0.0,2.0,0.4,7.451,0.0,2.0,8.1523e-12,-6.205,0.0,132.0,2.4749,0.0,0.0,133.0,-2.4749,0.0,0.24307,24.676,3.0,0.0,2.7781,42.25,643.0,-0.0031054,3.1951e-14,6.7188,661.0,1.4622,0.68329,-14.459,628.0,-3.7727,1.0,-6.3438,0.0,0.99956,1.0,-37.75,0.0,4.3155,1.0,0.0,-0.0,0.02299,5e-06,1.0,0.0,0.0,100230.0,0.60156,256.0,0.0,58491.0,
135,0.00081556,203650.0,0.0,-0.21137,0.3496,58264.0,0.0,0.0,0.10735,0.015625,0.0026658,-5.13,2.9365,1.0,1.2128,-0.20871,0.084597,0.0,-1.0184,0.0,0.00033653,153.53,0.002748,-5.0191,9.6675e-05,384.0,0.75037,0.0,4.4577e-05,105.0,-8.1956e-08,58264.0,0.0032267,5.0,0.0027891,1.0,1.8856e-08,381.12,0.73539,14502.0,3.5348,884.0,0.0,58264.0,-3.398,202.0,58264.0,1.0,251.0,0.68008,-0.21137,1.0,375.08,1.1,0.0,1.0,884.0,0.0,-5.13,2.0,202.0,-0.00012205,0.0,2.0,0.4,6.835,0.0,2.0,-1.6368e-11,-8.0851,0.0,133.0,2.4749,0.0,0.0,134.0,-2.4749,0.0,0.24585,24.565,5.0,0.0,2.7175,42.5,684.8,-0.0026658,3.2099e-15,7.0,707.0,1.0184,0.70006,-14.513,629.0,-1.2128,1.0,-7.0,0.0,1.0001,1.0,-35.5,0.0,2.7688,1.0,0.0,0.0,0.29738,5e-06,1.0,0.0,0.0,97568.0,0.6582,256.0,0.0,58264.0,
136,0.00082128,226180.0,0.0,-0.21681,0.3775,61663.0,0.0,0.0,0.10835,0.011719,0.0025696,-5.1541,3.1919,1.0,2.995,-0.21424,0.41901,0.0,-0.82346,0.0,0.00029334,184.19,0.0022374,-5.0735,9.6896e-05,602.0,2.045,0.0,4.2814e-05,102.0,-8.9523e-08,61663.0,0.0029134,5.0,0.0023231,1.0,-4.4542e-09,425.06,4.485,15352.0,2.967,894.0,0.0,61663.0,-2.8631,184.0,61663.0,1.0,250.0,0.60156,-0.21681,1.0,416.64,1.1,0.0,1.0,894.0,0.0,-5.1541,2.0,184.0,-0.00033056,0.0,2.0,0.4,6.1501,0.0,2.0,-7.733e-12,-5.0314,0.0,134.0,2.4749,0.0,0.0,135.0,-2.4749,0.0,0.25257,24.597,6.0,0.0,2.9215,42.5,776.0,-0.0025696,1.2016e-15,7.0312,873.0,0.82346,0.67765,-14.446,626.0,-2.995,1.0,-6.6875,0.0,0.99967,1.0,-35.25,-0.0,2.2784,1.0,0.0,-0.0,0.050037,5e-06,1.0,0.0,0.0,108820.0,0.51992,256.0,0.0,61663.0,
137,0.00099559,189700.0,0.0,-0.21552,0.35351,59779.0,0.0,0.0,0.10236,0.0078125,0.0029555,-5.5855,2.939,1.0,1.3012,-0.21256,0.087734,0.0,-0.99463,0.0,0.00038357,155.88,0.0023947,-5.2217,0.00010088,349.0,0.70909,0.0,3.6645e-05,109.0,-8.8476e-08,59779.0,0.0031565,5.0,0.0024457,1.0,5.1051e-10,389.39,0.84655,14881.0,4.0043,806.0,0.0,59779.0,-3.9613,223.0,59779.0,1.0,255.0,0.6582,-0.21552,1.0,388.26,1.1,0.0,1.0,806.0,0.0,-5.5855,2.0,223.0,-5.8908e-05,0.0,2.0,0.4,6.2495,0.0,2.0,-3.9883e-12,-10.827,0.0,135.0,2.4749,0.0,0.0,136.0,-2.4749,0.0,0.25294,24.61,1.0,0.0,2.9138,43.5,676.0,-0.0029555,1.0022e-15,7.0312,676.0,0.99463,0.70402,-14.484,676.0,-1.3012,1.0,-7.0,0.0,0.99944,1.0,-35.5,0.0,2.7037,1.0,0.0,0.0,0.27221,5e-06,1.0,0.0,0.0,99683.0,0.56992,256.0,0.0,59779.0,
138,0.00096929,198400.0,0.0,-0.23369,0.35744,57250.0,0.0,0.0,0.10485,0.0078125,0.0029546,-4.8311,2.9087,1.0,1.9501,-0.23073,0.083997,0.0,-0.9743,0.0,0.00027695,159.16,0.0022608,-4.8252,6.0121e-05,337.0,1.0924,0.0,3.5284e-05,113.0,-8.7515e-08,57250.0,0.0031619,5.0,0.0023432,1.0,-2.7986e-09,382.79,1.9015,14248.0,3.6483,837.0,0.0,57250.0,-3.5449,225.0,57250.0,1.0,252.0,0.51992,-0.23369,1.0,378.31,1.1,0.0,1.0,837.0,0.0,-4.8311,2.0,225.0,0.00035366,0.0,2.0,0.4,6.3472,0.0,2.0,-1.2494e-11,-5.1361,0.0,136.0,2.4749,0.0,0.0,137.0,-2.4749,0.0,0.2741,24.451,4.0,0.0,2.9829,44.75,664.75,-0.0029546,5.0044e-16,7.0312,697.0,0.9743,0.72146,-14.442,582.0,-1.9501,1.0,-6.875,0.0,0.99931,1.0,-36.0,0.0,2.6493,1.0,0.0,0.0,0.14226,5e-06,1.0,0.0,0.0,97994.0,0.65234,256.0,0.0,57250.0,
139,0.00070901,184190.0,0.0,-0.21202,0.3534,60078.0,0.0,0.0,0.098938,0.019531,0.0025174,-5.3381,2.965,1.0,2.323,-0.20951,0.08628,0.0,-1.1396,0.0,0.00028907,150.81,0.0020684,-4.9577,9.9209e-05,213.0,1.421,0.0,5.0566e-05,108.0,-8.7079e-08,60078.0,0.0029865,5.0,0.0021308,1.0,0.0,385.49,2.6981,14956.0,3.4248,725.0,0.0,60078.0,-3.3065,173.0,60078.0,1.0,249.0,0.56992,-0.21202,1.0,377.38,1.1,0.0,1.0,710.0,0.0,-5.3381,2.0,173.0,-0.00028147,0.0,2.0,0.4,5.4211,0.0,2.0,-7.937e-12,-10.704,0.0,137.0,2.4749,0.0,0.0,138.0,-2.4749,0.0,0.24681,24.71,7.0,0.0,2.8105,44.25,674.14,-0.0025174,6.502e-17,6.8125,725.0,1.1396,0.69136,-14.534,461.0,-2.323,1.0,-7.0312,0.0,0.99955,1.0,-36.25,0.0,3.1255,1.0,0.0,-0.0,0.09798,5e-06,1.0,0.0,0.0,98686.0,0.72422,256.0,0.0,60078.0,
140,0.0009239,326910.0,0.0,-0.2317,0.37353,56605.0,0.0,0.0,0.16778,0.019531,0.0026668,-4.9825,3.14,1.0,1.9693,-0.22903,0.78892,0.0,-0.9253,0.0,0.00030235,191.56,0.0021686,-4.7922,0.00010422,1261.0,1.1089,0.0,4.4267e-05,107.0,-8.8708e-08,56605.0,0.0030318,5.0,0.0021995,1.0,-1.24e-08,412.68,1.9391,14087.0,3.3447,1773.0,0.0,56605.0,-3.3026,187.0,56605.0,1.0,250.0,0.65234,-0.2317,1.0,388.34,1.1,0.0,1.0,1768.0,0.0,-4.9825,2.0,187.0,1.0988e-05,0.0,2.0,0.4,5.0089,0.0,2.0,-2.9484e-11,-8.4374,0.0,138.0,2.4749,0.0,0.0,139.0,-2.4749,0.0,0.26864,24.128,6.0,0.0,2.9296,41.5,1426.8,-0.0026668,1.0421e-14,7.0625,1773.0,0.9253,0.75921,-14.072,688.0,-1.9693,1.0,-6.875,0.0,0.9995,1.0,-36.25,-0.0,2.5226,1.0,0.0,-0.0,0.13955,5e-06,1.0,0.0,0.0,105640.0,0.58047,256.0,0.0,56605.0,
141,0.00086689,184060.0,0.0,-0.2096,0.34721,52580.0,0.0,0.0,0.099786,0.0078125,0.0032163,-5.1668,2.9026,1.0,1.3984,-0.20643,0.087188,0.0,-0.77786,0.0,0.00032794,160.59,0.0022351,-5.0476,8.2445e-05,249.0,0.64536,1.3099e-05,4.4367e-05,117.0,-8.2422e-08,52579.0,0.0033023,5.0,0.002289,1.0,1.7122e-08,365.98,0.9777,13081.0,3.2451,725.0,0.0,52579.0,-3.1674,210.0,52579.0,1.0,254.0,0.72422,-0.20959,1.0,363.2,1.1,0.0,1.0,712.0,0.0,-5.1668,2.0,210.0,-0.00032997,0.0,2.0,0.4,5.4583,0.0,2.0,4.9878e-11,-5.6933,0.0,139.0,2.4749,0.0,0.0,140.0,-2.4749,0.0,0.24742,24.346,2.0,0.0,2.7986,43.0,719.0,-0.0032163,1.9172e-16,7.0312,725.0,0.77786,0.73908,-14.551,713.0,-1.3984,0.99998,-6.9062,0.0,0.99902,1.0,-37.0,0.0,2.1768,0.0,0.0,-0.0,0.247,5e-06,1.0,0.0,0.0,93692.0,0.6543,256.0,0.0,52580.0,
142,0.0006813,177540.0,0.0,-0.22326,0.34822,56603.0,0.0,0.0,0.099014,0.015625,0.0037472,-5.3919,2.8861,1.0,2.1053,-0.21951,0.087702,0.0,-1.108,0.0,0.00033467,150.12,0.0027261,-5.2222,0.00010718,217.0,1.2271,0.0,4.5118e-05,106.0,-8.9407e-08,56603.0,0.0034164,5.0,0.0028557,1.0,-3.2349e-09,371.23,2.2161,14087.0,3.1631,703.0,0.0,56603.0,-3.0105,177.0,56603.0,1.0,246.0,0.58047,-0.22326,1.0,358.97,1.1,0.0,1.0,663.0,0.0,-5.3919,2.0,177.0,-0.00057114,0.0,2.0,0.4,4.56,0.0,2.0,-1.6848e-11,-5.2573,0.0,140.0,2.4749,0.0,0.0,141.0,-2.4748,0.0,0.26125,24.373,10.0,0.0,2.9399,42.25,672.9,-0.0037472,1.6135e-16,7.0312,703.0,1.108,0.74984,-14.432,648.0,-2.1053,1.0,-6.9062,0.0,0.99898,1.0,-36.5,0.0,3.0284,1.0,0.0,-0.0,0.12181,5e-06,1.0,0.0,0.0,95035.0,0.52891,256.0,0.0,56603.0,
143,0.00073401,210690.0,0.0,-0.24864,0.35027,56048.0,0.0,0.0,0.10256,0.027344,0.0041175,-5.3039,2.9045,1.0,3.3992,-0.24452,0.084789,0.0,-1.1298,0.0,0.00029959,162.97,0.0031039,-5.1927,7.289e-05,348.0,2.4326,0.0,3.6234e-05,103.0,-8.5682e-08,56048.0,0.0032052,5.0,0.003283,1.0,3.2669e-09,381.91,5.7772,13948.0,3.357,860.0,0.0,56048.0,-3.2454,202.0,56048.0,1.0,245.0,0.6543,-0.24864,1.0,364.31,1.1,0.0,1.0,854.0,0.0,-5.3039,2.0,202.0,-0.00038755,0.0,2.0,0.4,5.2096,0.0,2.0,-2.1269e-12,-5.7104,0.0,141.0,2.4749,0.0,0.0,142.0,-2.4749,0.0,0.28761,24.157,11.0,0.0,2.8221,42.25,773.82,-0.0041175,1.7116e-16,7.0625,860.0,1.1298,0.77754,-14.297,657.0,-3.3992,1.0,-6.875,0.0,0.99899,1.0,-36.5,0.0,3.095,1.0,0.0,0.0,0.033401,5e-06,1.0,0.0,0.0,97768.0,0.54023,256.0,0.0,56048.0,
144,0.00083031,264580.0,0.0,-0.23625,0.3689,58254.0,0.0,0.0,0.13615,0.0078125,0.0032021,-5.8484,3.0488,1.0,4.0078,-0.23305,0.086101,0.0,-1.2794,0.0,0.00036734,181.06,0.0022868,-5.5132,9.4382e-05,931.0,3.026,0.0,4.4728e-05,111.0,-8.8825e-08,58254.0,0.0030229,5.0,0.0024805,1.0,-3.4052e-09,408.62,8.0314,14500.0,3.4252,1274.0,0.0,58254.0,-3.4158,230.0,58254.0,1.0,255.0,0.52891,-0.23625,1.0,407.67,1.1,0.0,1.0,1274.0,0.0,-5.8484,2.0,230.0,0.00080348,0.0,2.0,0.4,4.6322,0.0,2.0,-6.1391e-12,-5.0433,0.0,142.0,2.4749,0.0,0.0,143.0,-2.4749,0.0,0.27425,24.341,1.0,0.0,3.1153,42.5,649.0,-0.0032021,9.443e-16,7.0625,649.0,1.2794,0.69633,-14.395,649.0,-4.0078,1.0,-6.5312,0.0,0.99908,1.0,-37.25,0.0,3.5944,1.0,0.0,0.0,0.018172,5e-06,1.0,0.0,0.0,104610.0,0.625,256.0,0.0,58254.0,
