step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
128,0.0017557,516.89,1.0002,132320.0,0.54711,596.0,3.7963,90092.0,256.0,315.0,0.28151,-0.24983,-1.0717,0.0,0.0,0.0,-7.1263,0.0,0.0,-5.3574,0.0,-0.0,0.0,-0.2482,3.5312,0.0,0.0,0.0,2.0,256.0,0.0016297,-5.0339,9.0,151040.0,1.2676,0.0,516.89,90092.0,-1.334,90092.0,315.0,0.050781,0.0018111,1.0,596.0,1.0,1.4623,14973.0,4.0,0.0,-8.9407e-08,90092.0,4.0,164.97,0.0018284,1.0,4.0,212.0,0.88982,1.0,0.68494,133.0,0.0,1.0,0.12401,5.0,90092.0,2.0,3.9641,516.89,-0.24983,2.0,0.085095,596.0,0.0,2.0,0.00029377,315.0,-5.3574,126.0,0.00011883,-1.0717,0.0,127.0,3.6315e-05,0.0,0.0,26.352,0.0041063,-7.1263,0.0,48.0,-3.9802e-09,-6.2006e-05,0.0,6.4688,2.1108,4.6406,0.28964,-17.244,-2.7991,-2.8087,2.6623,-7.2188,0.0,0.0,1.3177e-16,-37.75,0.25,0.0,0.42732,0.0,-6.3513e-11,0.0,1.0,1.0,1.8505,-0.0016297,1.0,0.0,-2.4749,1.334,1.0,,256.0,-1.2676,3e-06
129,0.0018483,519.26,0.99982,132930.0,0.54381,744.0,2.4832,86826.0,256.0,256.0,0.25099,-0.23927,-1.5083,0.0,0.0,0.0,-13.236,0.0,0.0,-5.2613,0.0,-0.0,0.0,-0.23728,4.6875,0.0,0.0,0.0,2.0,256.0,0.0019883,-5.028,21.0,179460.0,1.3823,0.0,519.26,86826.0,-0.90954,86826.0,256.0,0.0625,0.0018105,1.0,744.0,1.0,0.63332,14428.0,4.0,0.0,-8.9407e-08,86826.0,4.0,180.09,0.0018484,1.0,4.0,360.0,0.95541,1.0,0.67588,130.0,0.0,1.0,0.13014,5.0,86826.0,2.0,3.9278,519.26,-0.23927,2.0,0.083336,744.0,0.0,2.0,0.00032814,256.0,-5.2613,127.0,0.0001194,-1.5083,0.0,128.0,4.025e-05,0.0,0.0,26.368,0.0037626,-13.236,0.0,47.25,-3.9981e-09,-0.00019138,0.0,6.4688,2.2227,4.5461,0.27472,-17.251,-2.8047,-3.8255,2.6956,-7.2188,0.0,0.0,1.8872e-17,-36.25,0.25,0.0,0.44204,0.0,-8.3751e-11,0.0,1.0,1.0,1.9387,-0.0019883,1.0,0.0,-2.4749,0.90954,1.0,,256.0,-1.3823,3e-06
130,0.0016406,499.65,1.0001,127910.0,0.50546,630.0,2.7643,85703.0,256.0,290.0,0.20433,-0.23333,-1.1024,0.0,0.0,0.0,-9.5834,0.0,0.0,-5.0696,0.0,0.0,0.0,-0.2315,4.1562,0.0,0.0,0.0,2.0,256.0,0.0018344,-4.899,25.0,158080.0,1.588,0.0,499.65,85703.0,-1.0168,85703.0,290.0,0.0625,0.0019204,1.0,630.0,1.0,0.79236,21362.0,4.0,0.0,-8.9407e-08,85703.0,4.0,164.88,0.0019869,1.0,4.0,246.0,1.2609,1.0,0.63661,135.0,0.0,1.0,0.12725,5.0,85703.0,2.0,4.4788,499.65,-0.23333,2.0,0.083307,630.0,0.0,2.0,0.00036863,290.0,-5.0696,128.0,0.00014507,-1.1024,0.0,129.0,3.7436e-05,0.0,0.0,26.369,0.00407,-9.5834,0.0,47.0,5.7864e-10,-7.4126e-05,0.0,6.5938,2.783,5.3226,0.26817,-17.269,-2.9834,-4.3485,2.6932,-7.375,0.0,0.0,3.0525e-17,-40.75,0.25,0.0,0.67775,0.0,1.1128e-11,0.0,1.0,1.0,2.2194,-0.0018344,1.0,0.0,-2.396,1.0168,1.0,,256.0,-1.588,3e-06
131,0.0019434,483.23,0.99979,123710.0,0.49153,647.0,2.395,79794.0,256.0,282.0,0.23588,-0.24195,-0.82718,0.0,0.0,0.0,-7.9684,0.0,0.0,-4.8897,0.0,0.0,0.0,-0.23953,4.9688,0.0,0.0,0.0,2.0,256.0,0.0024203,-4.7515,38.0,164480.0,1.4444,0.0,483.23,79794.0,-0.87339,79794.0,282.0,0.035156,0.00221,1.0,647.0,1.0,0.68031,19884.0,4.0,0.0,-8.9523e-08,79794.0,4.0,171.53,0.0022862,1.0,4.0,263.0,1.0432,1.0,0.62058,130.0,0.0,1.0,0.12874,5.0,79794.0,2.0,3.7409,483.23,-0.24195,2.0,0.082416,647.0,0.0,2.0,0.00030561,282.0,-4.8897,129.0,0.00010903,-0.82718,0.0,130.0,3.328e-05,0.0,0.0,26.365,0.0040634,-7.9684,0.0,47.5,-7.6491e-10,0.00023614,0.0,6.625,2.4992,6.3053,0.27553,-17.331,-3.3129,-3.466,2.6757,-7.0938,0.0,0.0,1.0261e-16,-38.0,0.25,0.0,0.69313,0.0,-2.3903e-11,0.0,1.0,1.0,1.8587,-0.0024203,1.0,0.0,-2.4749,0.87339,1.0,,256.0,-1.4444,3e-06
132,0.0013672,511.77,1.0001,131010.0,0.52865,618.0,2.7376,89030.0,256.0,274.0,0.24849,-0.2616,-1.3514,0.0,0.0,0.0,-13.342,0.0,0.0,-4.9409,0.0,0.0,0.0,-0.25945,3.1562,0.0,0.0,0.0,2.0,256.0,0.002144,-4.6258,6.0,155900.0,1.3924,0.0,511.77,89030.0,-1.0071,89030.0,274.0,0.0625,0.0022821,1.0,618.0,1.0,0.73049,14796.0,4.0,0.0,-8.9742e-08,89030.0,4.0,164.0,0.0023411,1.0,4.0,234.0,0.96933,1.0,0.67954,126.0,0.0,1.0,0.12715,5.0,89030.0,2.0,3.0493,511.77,-0.2616,2.0,0.0875,618.0,0.0,2.0,0.00037376,274.0,-4.9409,130.0,0.00011597,-1.3514,0.0,131.0,5.1077e-05,0.0,0.0,26.148,0.0040493,-13.342,0.0,48.25,-2.0567e-09,-0.00021461,0.0,6.625,2.3854,6.7326,0.29785,-17.216,-2.8706,-4.2487,2.645,-7.25,0.0,0.0,1.1294e-17,-37.75,0.25,0.0,0.46352,0.0,3.4813e-11,0.0,1.0,1.0,2.0379,-0.002144,1.0,0.0,-2.4749,1.0071,1.0,,256.0,-1.3924,3e-06
133,0.0017062,535.29,0.99974,137030.0,0.55416,1065.0,2.6131,86338.0,256.0,282.0,0.092068,-0.27766,-1.3627,0.0,0.0,0.0,-9.6875,0.0,0.0,-4.9086,0.0,0.0,0.0,-0.27514,4.25,0.0,0.0,0.0,2.0,256.0,0.0025189,-4.7038,19.0,242820.0,2.3852,0.0,535.29,86338.0,-0.96054,86338.0,282.0,0.0625,0.0022625,1.0,1065.0,1.0,1.4773,14347.0,4.0,0.0,-8.9407e-08,86338.0,4.0,198.03,0.0023278,1.0,4.0,681.0,2.8447,1.0,0.70858,128.0,0.0,1.0,0.157,5.0,86338.0,2.0,3.8473,535.29,-0.27766,2.0,0.083163,1065.0,0.0,2.0,0.00032981,282.0,-4.9086,131.0,0.00013154,-1.3627,0.0,132.0,5.1467e-05,0.0,0.0,25.798,0.0037658,-9.6875,0.0,47.75,-1.7673e-09,-0.0002326,0.0,6.625,2.2354,5.2007,0.31742,-16.974,-2.8615,-3.3232,2.5493,-7.2812,0.0,0.0,2.7615e-17,-37.5,0.25,0.0,0.4532,0.0,2.2092e-11,0.0,1.0,1.0,1.9177,-0.0025189,1.0,0.0,-2.4749,0.96054,1.0,,256.0,-2.3852,3e-06
134,0.0017093,539.69,0.99985,138160.0,0.54781,769.0,2.9531,91817.0,256.0,282.0,0.25538,-0.27946,-1.532,0.0,0.0,0.0,-7.713,0.0,0.0,-5.0203,0.0,-0.0,0.0,-0.27706,4.6875,0.0,0.0,0.0,2.0,256.0,0.0024063,-4.885,11.0,179330.0,1.365,0.0,539.69,91817.0,-1.0829,91817.0,282.0,0.0625,0.0022525,1.0,769.0,1.0,0.87025,15260.0,4.0,0.0,-8.5682e-08,91817.0,4.0,181.03,0.0023094,1.0,4.0,385.0,0.93162,1.0,0.68248,139.0,0.0,1.0,0.13504,5.0,91817.0,2.0,3.8576,539.69,-0.27946,2.0,0.083149,769.0,0.0,2.0,0.00035773,282.0,-5.0203,132.0,0.00012731,-1.532,0.0,133.0,3.8709e-05,0.0,0.0,25.843,0.0039819,-7.713,0.0,46.75,1.4126e-09,-1.3829e-05,0.0,6.625,2.4586,4.4622,0.31952,-17.042,-2.7113,-3.403,2.8382,-7.2188,0.0,0.0,2.3616e-16,-35.25,0.25,0.0,0.43894,0.0,-9.9972e-11,0.0,1.0,1.0,2.2338,-0.0024063,1.0,0.0,-2.4748,1.0829,1.0,,256.0,-1.365,3e-06
135,0.001779,498.01,0.99982,127490.0,0.54959,808.0,3.0291,82802.0,256.0,253.0,0.22374,-0.26248,-0.89995,0.0,0.0,0.0,-4.5228,0.0,0.0,-4.9135,0.0,-0.0,0.0,-0.25997,5.6562,0.0,0.0,0.0,2.0,256.0,0.0025104,-4.7909,33.0,180610.0,1.4973,0.0,498.01,82802.0,-1.1083,82802.0,253.0,0.0625,0.0023267,1.0,808.0,1.0,0.92085,20636.0,4.0,0.0,-8.9116e-08,82802.0,4.0,174.56,0.002372,1.0,4.0,424.0,1.1209,1.0,0.64696,125.0,0.0,1.0,0.13589,5.0,82802.0,2.0,3.8443,498.01,-0.26248,2.0,0.086245,808.0,0.0,2.0,0.00038574,253.0,-4.9135,133.0,0.0001248,-0.89995,0.0,134.0,4.2734e-05,0.0,0.0,25.9,0.0041053,-4.5228,0.0,47.0,-1.8428e-09,-0.00015837,0.0,6.4688,2.6889,6.0834,0.30234,-17.084,-2.9118,-4.1238,2.7799,-7.2188,0.0,0.0,3.4048e-17,-37.75,0.25,0.0,0.7425,0.0,-3.7432e-11,0.0,1.0,1.0,2.2565,-0.0025104,1.0,0.0,-2.4678,1.1083,1.0,,256.0,-1.4973,3e-06
136,0.0018012,533.36,1.0005,136540.0,0.54718,729.0,2.9328,91220.0,256.0,272.0,0.19682,-0.2719,-1.5875,0.0,0.0,0.0,-8.4677,-0.0,0.0,-5.0422,0.0,-0.0,0.0,-0.26999,6.7188,0.0,0.0,0.0,2.0,256.0,0.0019123,-4.8419,85.0,181380.0,1.6255,0.0,533.36,91220.0,-1.076,91220.0,272.0,0.0625,0.0024207,1.0,729.0,1.0,0.85685,15161.0,4.0,0.0,-8.9887e-08,91220.0,4.0,177.03,0.0024475,1.0,4.0,345.0,1.3211,1.0,0.69949,132.0,0.0,1.0,0.13441,5.0,91220.0,2.0,3.8524,533.36,-0.2719,2.0,0.084263,729.0,0.0,2.0,0.00043894,272.0,-5.0422,134.0,0.0001303,-1.5875,0.0,135.0,4.9705e-05,0.0,0.0,25.849,0.0041702,-8.4677,0.0,46.75,-1.84e-09,-4.3646e-05,0.0,6.5625,2.2333,5.7367,0.31187,-16.913,-2.7494,-3.6924,2.7037,-7.3125,0.0,0.0,5.7635e-16,-41.5,0.25,0.0,0.4633,0.0,-1.0977e-10,0.0,1.0,1.0,1.9978,-0.0019123,1.0,0.0,-2.4748,1.076,1.0,,256.0,-1.6255,3e-06
137,0.0017571,535.0,0.99964,136960.0,0.5481,1053.0,3.5249,90119.0,256.0,320.0,0.13164,-0.27269,-1.3748,0.0,0.0,0.0,-7.4943,0.0,0.0,-5.56,0.0,0.0,0.0,-0.26948,4.0625,0.0,0.0,0.0,2.0,256.0,0.0032092,-4.6054,9.0,216960.0,2.0277,0.0,535.0,90119.0,-1.2599,90119.0,320.0,0.0625,0.0028537,1.0,1053.0,1.0,1.265,14977.0,4.0,0.0,-8.7384e-08,90119.0,4.0,182.97,0.0029766,1.0,4.0,669.0,2.0557,1.0,0.68076,125.0,0.0,1.0,0.15191,5.0,90119.0,2.0,3.8696,535.0,-0.27269,2.0,0.086699,1053.0,0.0,2.0,0.00032922,320.0,-5.56,135.0,0.00010918,-1.3748,0.0,136.0,3.9109e-05,0.0,0.0,25.88,0.00418,-7.4943,0.0,48.0,-6.0955e-09,-0.00043749,0.0,6.5,2.1746,7.3975,0.31217,-16.94,-2.8291,-4.8514,2.6525,-7.25,0.0,0.0,3.6896e-16,-37.75,0.25,0.0,0.45501,0.0,4.1007e-11,0.0,1.0,1.0,1.883,-0.0032092,1.0,0.0,-2.4748,1.2599,1.0,,256.0,-2.0277,3e-06
138,0.0015354,493.82,1.0001,126420.0,0.50748,597.0,3.2998,84395.0,256.0,301.0,0.15806,-0.21967,-1.4039,0.0,0.0,0.0,-8.4057,0.0,0.0,-5.1005,0.0,0.0,0.0,-0.21708,4.0625,0.0,0.0,0.0,2.0,256.0,0.0025889,-4.6765,15.0,152190.0,1.8448,0.0,493.82,84395.0,-1.1939,84395.0,301.0,0.0625,0.0026935,1.0,597.0,1.0,1.1059,21035.0,4.0,0.0,-8.9407e-08,84395.0,4.0,164.16,0.0027931,1.0,4.0,213.0,1.7016,1.0,0.64055,130.0,0.0,1.0,0.12233,5.0,84395.0,2.0,3.8323,493.82,-0.21967,2.0,0.085092,597.0,0.0,2.0,0.0003624,301.0,-5.1005,136.0,0.00012056,-1.4039,0.0,137.0,4.9876e-05,0.0,0.0,26.631,0.0043196,-8.4057,0.0,49.25,-2.034e-09,-0.00013983,0.0,6.4688,2.5341,4.9636,0.24962,-17.201,-2.8146,-5.1142,2.6165,-7.2188,0.0,0.0,4.5677e-17,-34.75,0.25,0.0,0.65373,0.0,1.0453e-10,0.0,1.0,1.0,2.2002,-0.0025889,1.0,0.0,-2.4749,1.1939,1.0,,256.0,-1.8448,3e-06
139,0.0015925,511.04,1.0001,130820.0,0.53023,633.0,2.4291,86225.0,256.0,276.0,0.1844,-0.25966,-1.4546,0.0,0.0,0.0,-8.7657,0.0,0.0,-4.7704,0.0,-0.0,0.0,-0.25736,3.5625,0.0,0.0,0.0,2.0,256.0,0.0023037,-4.6898,10.0,162050.0,1.6906,0.0,511.04,86225.0,-0.88751,86225.0,276.0,0.0625,0.0024277,1.0,633.0,1.0,0.87504,14328.0,4.0,0.0,-8.8185e-08,86225.0,4.0,174.22,0.0025126,1.0,4.0,249.0,1.4291,1.0,0.67175,132.0,0.0,1.0,0.12999,5.0,86225.0,2.0,3.0195,511.04,-0.25966,2.0,0.080976,633.0,0.0,2.0,0.00031373,276.0,-4.7704,137.0,0.00010861,-1.4546,0.0,138.0,4.0732e-05,0.0,0.0,25.993,0.0037983,-8.7657,0.0,49.25,1.0264e-08,2.5961e-05,0.0,6.5625,2.2596,6.3835,0.29911,-17.121,-2.8343,-3.2181,2.8316,-7.3438,0.0,0.0,2.8987e-16,-37.5,0.25,0.0,0.4794,0.0,-1.3549e-10,0.0,1.0,1.0,1.923,-0.0023037,1.0,0.0,-2.43,0.88751,1.0,,256.0,-1.6906,3e-06
140,0.0017714,537.34,0.99981,137560.0,0.55186,797.0,4.0394,90775.0,256.0,208.0,0.15409,-0.27792,-1.7997,0.0,0.0,0.0,-10.833,0.0,0.0,-5.2524,0.0,-0.0,0.0,-0.27509,30.156,0.0,0.0,0.0,2.0,256.0,0.0028275,-4.9732,797.0,186370.0,1.8702,0.0,537.34,90775.0,-1.3961,90775.0,208.0,0.0625,0.0026405,1.0,797.0,1.0,1.6433,15086.0,4.0,0.0,-8.8243e-08,90775.0,4.0,182.75,0.0027326,1.0,4.0,413.0,1.7489,1.0,0.69806,123.0,0.0,1.0,0.1403,5.0,90775.0,2.0,3.8742,537.34,-0.27792,2.0,0.081893,797.0,0.0,2.0,0.00030911,208.0,-5.2524,138.0,0.00010498,-1.7997,0.0,139.0,4.1012e-05,0.0,0.0,26.103,0.0038873,-10.833,0.0,46.5,-5.379e-09,3.4829e-07,0.0,6.5625,2.5904,10.933,0.31764,-17.451,-2.7065,-4.2438,2.9531,-7.25,0.0,0.0,3.4758e-16,-37.5,0.25,0.0,0.45393,0.0,9.718e-11,0.0,1.0,1.0,2.3616,-0.0028275,1.0,0.0,-2.4748,1.3961,1.0,,256.0,-1.8702,3e-06
141,0.00147,482.86,0.9997,123610.0,0.49362,621.0,4.4542,81581.0,256.0,254.0,0.16764,-0.23675,-0.96783,0.0,0.0,0.0,-9.0625,0.0,0.0,-5.022,0.0,-0.0,0.0,-0.23368,4.2812,0.0,0.0,0.0,2.0,256.0,0.0030681,-5.0587,23.0,156670.0,1.786,0.0,482.86,81581.0,-1.4938,81581.0,254.0,0.054688,0.0027726,1.0,621.0,1.0,1.9603,20331.0,4.0,0.0,-8.7137e-08,81581.0,4.0,164.19,0.0028944,1.0,4.0,237.0,1.5948,1.0,0.63412,135.0,0.0,1.0,0.12304,5.0,81581.0,2.0,3.749,482.86,-0.23675,2.0,0.083911,621.0,0.0,2.0,0.00032552,254.0,-5.022,139.0,0.00011338,-0.96783,0.0,140.0,3.5394e-05,0.0,0.0,26.311,0.003671,-9.0625,0.0,46.5,1.6833e-09,5.8962e-05,0.0,6.5,2.194,5.385,0.26829,-17.171,-2.9991,-4.0264,2.6687,-7.2188,0.0,0.0,2.6428e-17,-37.5,0.25,0.0,0.67949,0.0,5.845e-11,0.0,1.0,1.0,1.7939,-0.0030681,1.0,0.0,-2.4749,1.4938,1.0,,256.0,-1.786,3e-06
142,0.0012922,511.68,1.0002,130990.0,0.5233,752.0,3.4765,84687.0,256.0,283.0,0.18891,-0.25312,-1.8623,0.0,0.0,0.0,-12.014,0.0,0.0,-5.1358,0.0,0.0,0.0,-0.25017,4.7812,0.0,0.0,0.0,2.0,256.0,0.0029412,-4.7987,23.0,187780.0,1.6665,0.0,511.68,84687.0,-1.246,84687.0,283.0,0.0625,0.0031204,1.0,752.0,1.0,1.2305,14072.0,4.0,0.0,-8.8068e-08,84687.0,4.0,180.88,0.0032612,1.0,4.0,368.0,1.3886,1.0,0.66609,133.0,0.0,1.0,0.13291,5.0,84687.0,2.0,3.0066,511.68,-0.25312,2.0,0.090769,752.0,0.0,2.0,0.00034183,283.0,-5.1358,140.0,0.00011627,-1.8623,0.0,141.0,4.8152e-05,0.0,0.0,26.047,0.0039822,-12.014,0.0,47.0,-1.8018e-09,-0.00013622,0.0,6.5312,2.0515,5.5245,0.28518,-17.121,-2.7131,-4.9879,2.605,-7.3125,0.0,0.0,1.1866e-15,-36.0,0.25,0.0,0.45444,0.0,0.0,0.0,1.0,1.0,1.8372,-0.0029412,1.0,0.0,-2.4749,1.246,1.0,,256.0,-1.6665,3e-06
143,0.0014496,481.99,0.99974,123390.0,0.49958,618.0,2.778,81133.0,256.0,229.0,0.21078,-0.22427,-1.348,0.0,0.0,0.0,-9.3143,0.0,0.0,-5.3421,0.0,0.0,0.0,-0.22095,13.781,0.0,0.0,0.0,2.0,256.0,0.003311,-4.6059,267.0,156800.0,1.557,0.0,481.99,81133.0,-1.0217,81133.0,229.0,0.058594,0.0030554,1.0,618.0,1.0,0.76773,20219.0,4.0,0.0,-8.8359e-08,81133.0,4.0,165.06,0.0031913,1.0,4.0,234.0,1.2121,1.0,0.62524,129.0,0.0,1.0,0.12385,5.0,81133.0,2.0,3.6973,481.99,-0.22427,2.0,0.085059,618.0,0.0,2.0,0.00027993,229.0,-5.3421,141.0,0.00011162,-1.348,0.0,142.0,3.96e-05,0.0,0.0,26.394,0.0038623,-9.3143,0.0,46.25,-7.5229e-10,0.00014471,0.0,6.5625,2.497,4.9247,0.25772,-17.081,-2.7975,-4.2188,2.6715,-7.3125,0.0,0.0,1.7711e-16,-35.75,0.25,0.0,0.6564,0.0,0.0,0.0,1.0,1.0,2.1856,-0.003311,1.0,0.0,-2.4749,1.0217,1.0,,256.0,-1.557,3e-06
144,0.0012211,511.14,1.0,130850.0,0.52668,869.0,2.963,82429.0,256.0,213.0,0.28852,-0.27186,-1.7409,0.0,0.0,0.0,-15.741,0.0,0.0,-5.1433,0.0,0.0,0.0,-0.26922,17.062,0.0,0.0,0.0,2.0,256.0,0.0026435,-5.1306,387.0,201980.0,1.243,0.0,511.14,82429.0,-1.0862,82429.0,213.0,0.0625,0.0026552,1.0,869.0,1.0,0.87679,13696.0,4.0,0.0,-8.8854e-08,82429.0,4.0,189.16,0.0027263,1.0,4.0,485.0,0.77249,1.0,0.67367,125.0,0.0,1.0,0.13786,5.0,82429.0,2.0,3.0323,511.14,-0.27186,2.0,0.084614,869.0,0.0,2.0,0.00044914,213.0,-5.1433,142.0,0.00011671,-1.7409,0.0,143.0,4.9364e-05,0.0,0.0,25.713,0.004941,-15.741,0.0,46.75,-1.4809e-09,0.00027983,0.0,6.5938,2.443,4.7257,0.31317,-17.04,-2.8427,-4.3548,2.5797,-7.3438,0.0,0.0,1.0424e-16,-39.0,0.25,0.0,0.49119,0.0,1.0413e-10,0.0,1.0,1.0,2.1268,-0.0026435,1.0,0.0,-2.4749,1.0862,1.0,,256.0,-1.243,3e-06
145,0.0015441,491.18,0.99996,125740.0,0.50788,849.0,3.3941,77133.0,256.0,278.0,0.23577,-0.22429,-1.5745,0.0,0.0,0.0,-16.88,0.0,0.0,-4.6397,0.0,-0.0,0.0,-0.22208,4.1875,0.0,0.0,0.0,2.0,256.0,0.0022138,-4.6367,28.0,202110.0,1.4449,0.0,491.18,77133.0,-1.222,77133.0,278.0,0.0625,0.0021718,1.0,849.0,1.0,1.1721,19219.0,4.0,0.0,-8.8941e-08,77133.0,4.0,189.88,0.0022284,1.0,4.0,465.0,1.0439,1.0,0.65405,130.0,0.0,1.0,0.13943,5.0,77133.0,2.0,3.8718,491.18,-0.22429,2.0,0.091119,849.0,0.0,2.0,0.00032886,278.0,-4.6397,143.0,6.9645e-05,-1.5745,0.0,144.0,3.4232e-05,0.0,0.0,26.189,0.0038395,-16.88,0.0,46.75,-1.5826e-09,-0.0002809,0.0,6.5312,2.6576,4.9665,0.25816,-16.964,-2.9843,-5.0224,2.7469,-7.25,0.0,0.0,1.4978e-16,-36.0,0.25,0.0,0.7433,0.0,5.4093e-11,0.0,1.0,1.0,2.1727,-0.0022138,1.0,0.0,-2.4749,1.222,1.0,,256.0,-1.4449,3e-06
146,0.0014597,465.69,0.99967,119220.0,0.49303,780.0,2.6207,75296.0,256.0,243.0,0.32275,-0.21481,-1.1274,0.0,0.0,0.0,-7.3191,0.0,0.0,-4.5147,0.0,0.0,0.0,-0.21251,3.625,0.0,0.0,0.0,2.0,256.0,0.002307,-4.6643,8.0,175360.0,1.1309,0.0,465.69,75296.0,-0.96346,75296.0,243.0,0.0625,0.0019778,1.0,780.0,1.0,0.65728,18760.0,4.0,0.0,-8.9407e-08,75296.0,4.0,171.56,0.0020174,1.0,4.0,396.0,0.63943,1.0,0.62819,130.0,0.0,1.0,0.13608,5.0,75296.0,2.0,3.5937,465.69,-0.21481,2.0,0.089,780.0,0.0,2.0,0.00041579,243.0,-4.5147,144.0,7.4583e-05,-1.1274,0.0,145.0,5.1408e-05,0.0,0.0,26.407,0.00401,-7.3191,0.0,47.75,1.2767e-08,9.3421e-05,0.0,6.5938,2.5822,4.3794,0.24815,-17.258,-2.9286,-5.8782,2.2992,-7.3125,0.0,0.0,8.1295e-17,-37.25,0.25,0.0,0.69402,0.0,-1.1399e-10,0.0,1.0,1.0,2.1674,-0.002307,1.0,0.0,-2.4749,0.96346,1.0,,256.0,-1.1309,3e-06
